song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Mujeres,67,206000,0.376,0.7609999999999999,0.634,0.0017699999999999,2,0.0452,-9.476,1,0.0371,106.043,4,0.8809999999999999
Addicted To Ballin' (feat. ScHoolboy Q),54,163840,0.278,0.667,0.4589999999999999,0.0,4,0.0951,-6.476,0,0.426,99.883,4,0.186
151 Rum,77,156695,0.1989999999999999,0.73,0.86,0.00182,7,0.322,-3.532,1,0.191,129.952,4,0.647
Stand up Tragedy,51,225318,0.00143,0.596,0.8959999999999999,1.16e-05,2,0.352,-3.995,1,0.0339,105.019,4,0.818
Sweet but Psycho,89,187436,0.0691,0.7190000000000001,0.7040000000000001,0.0,1,0.166,-4.724,1,0.0476,133.002,4,0.628
Invitation,1,202186,0.0261,0.659,0.662,3.46e-06,1,0.0689,-3.15,0,0.0807,169.915,4,0.407
The Weekend - Funk Wav Remix,78,171805,0.495,0.775,0.573,0.0,11,0.126,-4.933,1,0.0585,101.925,4,0.667
When All Else Fades,67,188221,0.987,0.368,0.0976,0.916,8,0.105,-21.392,0,0.0405,64.095,3,0.0627
Just Got Paid,82,218250,0.0348,0.732,0.922,0.0,6,0.146,-1.829,0,0.0975,120.033,4,0.589
I Got 5 On It,74,253533,0.209,0.6,0.706,0.0,10,0.125,-7.899,0,0.361,173.926,4,0.58
MIA (feat. Drake),94,210367,0.0143,0.818,0.54,0.000512,6,0.099,-6.35,0,0.0544,97.064,4,0.174
Noticed,91,165000,0.462,0.6990000000000001,0.5579999999999999,0.0,11,0.1159999999999999,-7.622000000000001,1,0.0603,79.992,4,0.493
Blue Kentucky Girl,44,160626,0.71,0.7140000000000001,0.346,0.00232,11,0.0998,-11.666,1,0.0371,113.264,4,0.57
All That She Wants,68,211213,0.00526,0.7070000000000001,0.628,8.209999999999999e-05,11,0.104,-9.684,1,0.0877,187.548,4,0.87
I'm Caving In,36,176266,0.00146,0.532,0.76,0.00386,5,0.205,-8.078,1,0.0388,109.85,3,0.743
Mr. Tambourine Man,63,330533,0.794,0.39,0.31,0.0,5,0.379,-14.545,1,0.0676,177.515,4,0.584
Better,64,201250,0.581,0.597,0.425,0.0,2,0.1,-5.513,1,0.0295,119.998,4,0.309
Medley da Gaiola - Dennis DJ Remix,83,239999,0.7020000000000001,0.897,0.757,0.0,4,0.0779,-5.242999999999999,0,0.236,140.03799999999998,4,0.613
Give Me Everything,75,252306,0.192,0.6709999999999999,0.939,0.0,8,0.298,-3.2060000000000004,1,0.161,129.023,4,0.529
Bipolar,80,219880,0.324,0.8,0.693,0.0,1,0.123,-5.72,1,0.0499,152.08100000000002,4,0.424
All Right Now,52,334000,0.00966,0.7859999999999999,0.481,0.0,2,0.0954,-11.236,1,0.114,119.854,4,0.785
Deep & Pumping Sound,32,389142,0.0109,0.7509999999999999,0.765,0.914,9,0.105,-7.031000000000001,1,0.0682,140.004,4,0.6759999999999999
Maradona Riddim,65,197288,0.106,0.723,0.688,0.0493,9,0.259,-4.754,0,0.044,117.929,4,0.7070000000000001
Aqui No Queda Nada,25,217386,0.619,0.477,0.718,0.0,8,0.0702,-4.126,0,0.0339,102.938,4,0.534
Havana,37,216896,0.186,0.768,0.517,3.8e-05,7,0.104,-4.323,0,0.0312,104.992,4,0.418
"Kennedy Center Performance - From ""Pitch Perfect 2"" Soundtrack",50,147293,0.643,0.598,0.828,0.0,2,0.763,-4.18,1,0.0798,130.064,4,0.743
Need You Like That,56,209441,0.363,0.467,0.565,1.12e-06,11,0.0725,-6.276,1,0.0457,147.512,4,0.1159999999999999
Fall,68,240000,0.379,0.928,0.675,0.0,5,0.0533,-3.535,1,0.0566,105.952,4,0.794
Best Part (feat. H.E.R.),82,209831,0.8079999999999999,0.524,0.364,0.0,7,0.1,-10.209,1,0.0367,75.24,4,0.436
Illegal Weapon,59,230000,0.488,0.8140000000000001,0.6659999999999999,4.23e-05,6,0.108,-6.555,1,0.0635,94.02,4,0.7140000000000001
Magic Moon,33,356000,0.993,0.357,0.00844,0.907,2,0.107,-27.043000000000003,0,0.0474,68.22800000000001,4,0.0449
Dirty Water,43,169160,0.0284,0.6509999999999999,0.8190000000000001,0.0,4,0.0654,-4.888999999999999,1,0.0403,143.382,4,0.7809999999999999
The Revolution Will Not Be Televised,42,187360,0.552,0.561,0.765,0.0,11,0.111,-9.764,0,0.207,177.609,4,0.961
Neighbor (feat. Travis Scott),79,162886,0.00908,0.921,0.748,0.0,1,0.0798,-5.093,1,0.13,139.97899999999998,4,0.8009999999999999
Son Of A Preacher Man,63,149160,0.3939999999999999,0.401,0.498,0.0,4,0.13,-10.682,1,0.0757,181.701,4,0.816
Boy You Knock Me Out - Single Edit,32,239013,0.131,0.685,0.713,1.12e-05,6,0.162,-7.065,0,0.0611,92.184,4,0.6829999999999999
Pretty Little Fears (feat. J. Cole),82,240341,0.711,0.611,0.466,0.000264,9,0.0847,-11.361,1,0.372,192.08,4,0.223
Indomable,44,250158,0.655,0.725,0.8079999999999999,6.12e-05,4,0.114,-6.049,0,0.111,96.961,4,0.7190000000000001
Equity,49,255071,0.988,0.0625,0.0179,0.974,4,0.0573,-38.768,1,0.0416,70.012,5,0.0352
Spine,31,214151,0.165,0.542,0.589,0.0,9,0.0952,-9.374,1,0.479,97.219,4,0.748
Loving Is Easy,80,155720,0.217,0.7559999999999999,0.609,0.00474,3,0.096,-7.927,1,0.0544,117.023,4,0.537
Race For The Prize,8,258333,0.000206,0.37,0.946,0.0204,0,0.315,-3.849,1,0.0765,130.556,4,0.387
Love Spreads,21,347093,0.00258,0.417,0.877,0.00165,2,0.3979999999999999,-8.422,1,0.0495,91.578,4,0.593
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",98,212500,0.153,0.841,0.7979999999999999,3.33e-06,1,0.0618,-4.206,0,0.2289999999999999,95.948,4,0.591
Don't Hurt Me,21,192995,0.107,0.643,0.465,0.0,8,0.0857,-10.562,1,0.461,126.79,5,0.505
In My Mind,97,184560,0.176,0.6940000000000001,0.77,1.1e-05,6,0.118,-5.335,1,0.149,125.905,4,0.163
Glory,66,166640,0.13,0.569,0.621,2.01e-06,11,0.0808,-4.759,1,0.0322,84.96600000000001,4,0.497
Done For Me (feat. Kehlani) - Loud Luxury Remix,63,176585,0.0122,0.8320000000000001,0.6859999999999999,0.0,11,0.3339999999999999,-5.405,0,0.159,122.948,4,0.48
"If I'm Lyin, I'm Flyin",83,130929,0.1,0.715,0.617,3.62e-06,11,0.186,-5.558,0,0.242,176.108,4,0.289
Ordinary Girl,11,230880,0.000728,0.7859999999999999,0.669,0.0,1,0.0346,-8.273,0,0.0669,77.17699999999999,4,0.8320000000000001
Send Me the Money,20,237000,0.0261,0.7709999999999999,0.745,0.0,9,0.0636,-6.511,1,0.315,140.058,4,0.698
Optimo,33,160693,0.0027,0.7,0.964,0.755,7,0.18,-6.307,1,0.0479,123.345,4,0.7759999999999999
Flexin,43,169711,0.125,0.8490000000000001,0.7979999999999999,0.0,10,0.127,-4.816,0,0.314,139.96,4,0.89
Uptown Funk,83,269666,0.00801,0.856,0.609,8.149999999999999e-05,0,0.0344,-7.223,1,0.0824,114.988,4,0.928
Are You Ready,72,261705,0.000108,0.528,0.976,0.0,2,0.24,-2.188,1,0.0803,100.082,4,0.511
Guerrilla Radio,70,206200,0.0129,0.599,0.957,7.06e-05,11,0.155,-5.763999999999999,1,0.188,103.68,4,0.489
I'm Still Here,75,241910,0.00697,0.437,0.7190000000000001,3.86e-05,6,0.0765,-4.569,0,0.0376,169.976,4,0.284
Gone Country,59,259893,0.131,0.6809999999999999,0.7190000000000001,1.65e-06,7,0.113,-5.917999999999999,1,0.0248,125.729,4,0.637
hammer,66,204000,0.114,0.653,0.78,3.23e-06,5,0.1169999999999999,-7.252999999999999,0,0.0663,179.928,4,0.26
Playboy,55,213600,0.0242,0.789,0.861,0.139,0,0.3289999999999999,-5.351,1,0.114,99.971,4,0.411
Treat You Better,17,187973,0.132,0.455,0.797,0.0,10,0.11,-4.133,0,0.36,165.717,4,0.757
Six Feet Under,71,237573,0.129,0.772,0.504,0.0,6,0.125,-8.219,0,0.0761,140.035,4,0.244
Alright,74,219333,0.0742,0.7959999999999999,0.7659999999999999,0.0,7,0.0827,-5.974,1,0.238,110.034,4,0.5579999999999999
Alicia Adorada,41,255600,0.0483,0.701,0.7829999999999999,0.0,0,0.0673,-9.712,1,0.0398,79.885,4,0.965
Chop Suey!,54,210240,0.0003529999999999,0.42,0.929,0.0007469999999999,7,0.122,-3.899,0,0.121,127.204,4,0.3
Up Now (feat. G-Eazy and Rich The Kid),72,198087,0.00294,0.956,0.544,0.0,1,0.104,-6.41,1,0.0822,104.011,4,0.127
I Know There's Gonna Be (Good Times),62,213622,0.12,0.4579999999999999,0.597,0.0,11,0.477,-9.919,0,0.22,89.455,4,0.484
Fetish Remix (feat. Young Thug),58,180053,0.0186,0.812,0.5579999999999999,0.0408,11,0.118,-8.546,1,0.471,149.942,4,0.304
Williams Blood - Edit,33,242400,0.00981,0.7140000000000001,0.4379999999999999,0.000495,6,0.193,-14.753,0,0.0355,103.997,4,0.5870000000000001
Pony - Recorded at Spotify Studios NYC,68,256893,0.532,0.7,0.447,0.000192,8,0.0878,-11.083,0,0.0354,144.726,4,0.8290000000000001
Through The Summer Fields,50,328193,0.963,0.594,0.0331,0.931,5,0.0866,-23.656,0,0.0331,99.998,4,0.0602
So I Know You Care,45,202628,0.623,0.349,0.316,0.0,9,0.211,-10.794,0,0.0742,78.454,4,0.3329999999999999
Stuck on You,61,139640,0.758,0.647,0.513,8.64e-06,7,0.108,-12.372,1,0.0421,131.641,4,0.955
East Atlanta Love Letter (feat. Future),79,246088,0.367,0.6,0.304,5.93e-06,5,0.0864,-11.969,0,0.0915,61.57899999999999,4,0.17
Break Stuff,63,166653,0.00325,0.427,0.908,6.12e-05,8,0.0475,-5.399,1,0.165,108.681,4,0.617
Llama,49,181600,0.611,0.687,0.204,1.25e-05,5,0.111,-14.734000000000002,0,0.0751,149.765,4,0.611
Big Jet Plane,1,239120,0.241,0.762,0.3829999999999999,0.0067599999999999,10,0.126,-8.699,0,0.0277,109.939,4,0.26
One Blood,12,168840,0.0269,0.414,0.687,8.88e-05,7,0.64,-6.284,1,0.172,119.73,3,0.531
Beats Knockin (feat. Fly Boi Keno),61,173077,0.0118,0.8140000000000001,0.951,0.0,11,0.628,-1.981,1,0.0715,104.003,4,0.264
De Niña a Mujer,38,185826,0.2189999999999999,0.482,0.33,3.64e-05,0,0.236,-11.671,1,0.0349,105.027,4,0.201
Az Tou Tanha Shodam,28,216293,0.929,0.619,0.389,1.66e-05,7,0.1159999999999999,-8.266,0,0.0272,88.859,3,0.3939999999999999
Nothing's Gonna Stop Us Now,75,270333,0.0298,0.643,0.8009999999999999,0.0,6,0.0719,-4.921,1,0.0228,95.988,4,0.534
Me Tengo Que Ir,63,280189,0.258,0.451,0.785,0.0,2,0.12,-4.7010000000000005,0,0.0362,96.831,4,0.846
1-800-273-8255,86,250173,0.57,0.62,0.574,0.0,5,0.19,-7.787999999999999,0,0.0479,100.021,4,0.352
No Love,74,299506,0.119,0.522,0.932,0.0,11,0.177,-2.87,1,0.255,129.47299999999998,4,0.33
Dead Century,46,203520,0.000127,0.288,0.7859999999999999,0.000122,11,0.192,-4.792,0,0.0379,167.916,4,0.3329999999999999
Cuándo Parará La Lluvia,38,286693,0.722,0.758,0.6559999999999999,1.94e-05,10,0.0773,-9.003,1,0.0367,157.57399999999998,4,0.892
Sunrise,55,211779,0.992,0.3339999999999999,0.00847,0.831,8,0.203,-27.883000000000003,1,0.044,65.779,5,0.0709
If This Is Love,5,261702,0.00837,0.4529999999999999,0.968,0.39,5,0.063,-0.757,0,0.0476,173.986,4,0.432
Mona Lisa (feat. Kendrick Lamar),92,324189,0.371,0.855,0.6940000000000001,0.0,2,0.109,-4.393,1,0.1689999999999999,122.078,4,0.49
Diddy Bop (feat. Cam O'bi & Raury),66,208000,0.713,0.637,0.503,0.000113,1,0.109,-6.9270000000000005,1,0.336,81.061,4,0.6609999999999999
'Till I Collapse,85,297893,0.0757,0.5720000000000001,0.853,0.0,1,0.0798,-3.2030000000000003,1,0.217,171.297,4,0.102
Manifest,38,290813,0.0502,0.8490000000000001,0.8029999999999999,4.94e-06,6,0.24,-6.775,1,0.275,90.873,4,0.738
the bank!,36,190000,0.537,0.7909999999999999,0.46,0.0,4,0.0985,-8.458,0,0.0907,144.059,4,0.6709999999999999
"""Heroes"" - Single Version; 2014 Remastered Version",58,213813,0.016,0.502,0.6809999999999999,0.107,7,0.102,-8.263,1,0.0276,112.16,4,0.584
First Began - Recorded at Spotify Studios NYC,52,211202,0.8859999999999999,0.433,0.218,0.0,3,0.107,-10.282,0,0.127,66.998,4,0.327
Morning Sweetness,49,174814,0.838,0.6659999999999999,0.3,0.809,8,0.119,-8.747,1,0.121,80.98899999999999,4,0.207
L.E.D. There Be Light - Cosmic Gate Remix,55,210571,0.0061,0.508,0.914,0.909,6,0.382,-5.5920000000000005,0,0.0834,132.018,4,0.149
UP,9,250500,0.141,0.8490000000000001,0.722,0.0,6,0.3879999999999999,-6.274,0,0.3379999999999999,135.94799999999998,4,0.591
Stop! In The Name Of Love,26,172933,0.512,0.629,0.5920000000000001,0.0,0,0.102,-7.556,1,0.0277,114.99,4,0.491
Hold Me Now,52,286666,0.6579999999999999,0.787,0.517,1.07e-05,7,0.292,-12.794,1,0.0332,108.186,4,0.885
The Wanting,9,263222,0.0482,0.545,0.925,0.0,2,0.0553,-4.298,1,0.0382,104.917,4,0.432
This Feeling,92,199226,0.0558,0.575,0.5710000000000001,0.0,1,0.0912,-7.906000000000001,1,0.0439,105.049,4,0.449
Purple Lamborghini,44,215510,0.00176,0.419,0.902,0.0,10,0.821,-2.602,0,0.136,147.298,4,0.3
Lullaby,80,204022,0.0784,0.725,0.8340000000000001,1.27e-05,5,0.0834,-3.913,0,0.037,120.026,4,0.8590000000000001
I Feel Better,3,280286,0.0134,0.598,0.672,0.0,0,0.106,-5.291,0,0.0438,125.086,4,0.3379999999999999
Childhood Dreams,48,187805,0.165,0.805,0.409,0.001,6,0.259,-8.039,1,0.0664,119.906,4,0.629
Rich & Famous (with Isac Elliot),68,163220,0.026,0.7040000000000001,0.8809999999999999,7.84e-06,9,0.113,-5.502000000000001,1,0.0381,118.025,4,0.8220000000000001
Still New York,74,224914,0.23,0.662,0.677,0.0,1,0.369,-6.371,0,0.0406,99.017,4,0.347
Supreme,59,150752,0.263,0.484,0.711,0.0,8,0.104,-3.848,1,0.341,102.05,4,0.515
Nijidion 01,43,210025,0.391,0.081,0.0989,0.884,11,0.0869,-14.633,1,0.0418,168.813,4,0.023
Moon Child,52,279840,0.0568,0.606,0.713,0.00262,9,0.0814,-5.987,1,0.0314,120.016,4,0.5489999999999999
The Night We Met (feat. Phoebe Bridgers),76,208173,0.962,0.424,0.437,0.336,2,0.664,-8.588,1,0.0355,174.127,3,0.131
Mr. Jones,78,272506,0.211,0.581,0.8170000000000001,1.42e-06,0,0.246,-6.542000000000001,1,0.0382,141.607,4,0.779
Angel of Small Death and the Codeine Scene - Live From Spotify London,51,210920,0.928,0.594,0.2,0.0,6,0.6729999999999999,-10.472,0,0.0622,92.821,4,0.415
"Murder Song (5, 4, 3, 2, 1) - Acoustic",50,218773,0.897,0.479,0.0892,2.79e-06,9,0.0899,-13.723,0,0.032,77.79899999999999,4,0.336
Noticed,91,165000,0.462,0.6990000000000001,0.5579999999999999,0.0,11,0.1159999999999999,-7.622000000000001,1,0.0603,79.992,4,0.493
Nerve For The Ages,41,112977,0.0982,0.7340000000000001,0.415,3.17e-05,9,0.104,-9.105,0,0.125,87.84100000000001,4,0.37
Mad Love,67,199944,0.0052299999999999,0.804,0.823,2.77e-06,11,0.168,-3.4960000000000004,0,0.147,98.026,4,0.619
"One, Two Step",78,203786,0.042,0.944,0.511,0.00107,5,0.0379,-10.96,0,0.161,113.046,4,0.8420000000000001
Mi Jebita,24,275373,0.619,0.552,0.752,0.00162,0,0.341,-12.808,1,0.0571,100.643,4,0.901
I Wanna Know,66,206727,0.501,0.432,0.85,6.59e-06,10,0.203,-4.417,1,0.0771,82.60700000000001,4,0.109
Ni Gucci Ni Prada,75,175200,0.41,0.799,0.6759999999999999,0.0007769999999999,2,0.325,-5.644,1,0.1689999999999999,104.956,4,0.91
Meet Mr. NICEGUY,72,146477,0.0087,0.736,0.495,0.299,6,0.208,-8.642000000000001,1,0.0443,120.993,4,0.6779999999999999
Llamé Pa' Verte,54,195680,0.0711,0.841,0.8079999999999999,3.36e-06,10,0.0816,-5.55,1,0.0749,95.0,4,0.66
Scars,37,290598,0.0108,0.5329999999999999,0.77,0.918,6,0.0445,-5.462999999999999,1,0.0396,174.96099999999998,3,0.0785
Never in My Wildest Dreams,69,176026,0.315,0.5589999999999999,0.466,0.0039,5,0.0933,-6.769,1,0.0362,117.21,4,0.623
Balance,54,282727,0.907,0.2,0.106,0.933,4,0.1,-20.076,0,0.0345,66.751,4,0.0371
Latinos En Estados Unidos,26,355506,0.746,0.779,0.825,0.0175,4,0.141,-6.095,0,0.0415,94.259,4,0.8420000000000001
Irreplaceable,78,227853,0.0293,0.447,0.6940000000000001,5.46e-06,7,0.1669999999999999,-4.637,0,0.382,175.868,4,0.509
Live in the Booth,45,207492,0.00577,0.439,0.831,0.0,11,0.064,-4.195,0,0.3429999999999999,140.382,4,0.467
Winning Streak,47,198946,0.0113,0.74,0.585,0.0733,2,0.174,-6.191,1,0.0832,118.574,4,0.2339999999999999
In Dreams,61,213440,0.614,0.49,0.5920000000000001,0.713,0,0.136,-13.54,1,0.0405,126.62,4,0.28
Love Someone,87,205463,0.161,0.55,0.415,0.0,9,0.108,-6.557,0,0.052,172.065,4,0.2739999999999999
Sweet Dreams (Of You) - Single Version,33,152733,0.95,0.342,0.135,0.000117,8,0.335,-13.416,1,0.0313,83.0,4,0.387
"Jumpin', Jumpin'",72,230200,0.00543,0.7709999999999999,0.685,0.00157,1,0.0537,-4.638999999999999,1,0.0567,88.99700000000001,4,0.6829999999999999
How Dat Sound (feat. 2 Chainz & Yo Gotti),69,238657,0.158,0.767,0.625,0.0,5,0.16,-3.533,0,0.24,144.92700000000002,4,0.647
She Don't Know She's Beautiful,61,174626,0.35,0.764,0.6459999999999999,0.0,9,0.0823,-9.349,1,0.0305,116.115,4,0.8859999999999999
Every Breath You Take,66,251573,0.5589999999999999,0.8220000000000001,0.478,0.0073,1,0.0813,-8.746,1,0.0343,117.394,4,0.722
Exhausted (feat. TK Kravitz),51,158145,0.0453,0.7190000000000001,0.8370000000000001,0.0,10,0.109,-5.152,0,0.171,85.012,4,0.604
Scott Street,66,305000,0.77,0.509,0.417,0.0946,10,0.0887,-9.632,1,0.0295,134.95600000000002,4,0.482
Funnel Of Love,13,131039,0.541,0.598,0.675,0.0,0,0.286,-8.566,1,0.0398,135.102,4,0.928
San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,64,178506,0.5379999999999999,0.525,0.52,0.00569,7,0.111,-11.725,1,0.0271,112.554,4,0.523
Head Over Feet - Live/Unplugged Version,54,262560,0.0688,0.421,0.7340000000000001,0.0,0,0.974,-8.692,1,0.0511,168.77200000000002,4,0.34
L$D,75,238306,0.193,0.598,0.252,0.138,2,0.0992,-15.086,1,0.0647,120.06,4,0.0352
Guilty Conscience,26,199333,0.0483,0.752,0.782,0.0,4,0.34,-5.147,0,0.288,90.854,4,0.487
Somebody That I Used to Know,56,199360,0.0402,0.594,0.433,0.0,1,0.104,-7.347,0,0.0334,128.918,4,0.2019999999999999
Imagination,32,214840,0.0168,0.5920000000000001,0.82,4.86e-05,2,0.324,-5.997000000000001,1,0.0342,110.989,4,0.521
Marianela,63,186723,0.214,0.831,0.7609999999999999,0.0219,8,0.0615,-6.944,1,0.0579,117.009,4,0.7929999999999999
I Miss You (feat. Julia Michaels) - Stadiumx Remix,55,194516,0.0273,0.6,0.911,0.0,3,0.174,-3.29,1,0.0547,123.944,4,0.619
Life Goes On,82,247054,0.0021,0.716,0.541,0.0,1,0.115,-7.909,1,0.149,139.97799999999998,4,0.387
The Way You Look Tonight,54,226400,0.995,0.757,0.00875,0.965,10,0.106,-29.108,1,0.0686,74.96300000000001,4,0.314
The Love That We Need,55,248440,0.708,0.369,0.365,0.0343,4,0.108,-9.869,1,0.0451,181.019,4,0.222
Macarena,62,249506,0.422,0.927,0.721,4.36e-05,8,0.0422,-12.561,1,0.0908,103.018,4,0.965
Be Alright,96,196373,0.6970000000000001,0.5529999999999999,0.586,0.0,11,0.0813,-6.319,1,0.0362,126.684,4,0.4429999999999999
I Can't Get Last Night Out Of My Head,56,195418,0.359,0.5710000000000001,0.375,0.0,0,0.0963,-12.281,1,0.0641,153.57299999999998,4,0.599
Suavemente,69,266306,0.238,0.809,0.883,0.00234,8,0.0625,-2.965,1,0.0689,124.096,4,0.918
Waiting,74,215688,0.344,0.7829999999999999,0.465,0.0,4,0.0875,-7.335,0,0.0471,138.03799999999998,4,0.48
Far From Ready,44,231013,0.243,0.7979999999999999,0.441,0.0,9,0.124,-14.589,1,0.159,126.985,4,0.4629999999999999
Canción Bonita Remix - Remix,57,226850,0.361,0.647,0.815,0.0,5,0.295,-5.977,1,0.211,166.28599999999997,4,0.748
Just a Little Bit - Radio Edit,28,203880,0.355,0.6459999999999999,0.953,0.0289999999999999,1,0.0349,-6.367999999999999,1,0.0339,130.976,4,0.906
Family Tradition,57,242960,0.0238,0.66,0.523,0.0,4,0.142,-12.068,1,0.0608,126.342,4,0.794
Tequila (Original),58,130320,0.0519,0.532,0.961,0.905,10,0.0738,-4.056,1,0.0522,90.647,4,0.753
What a Time to Be Alive,39,225468,8.32e-05,0.419,0.968,3.17e-06,11,0.318,-5.15,0,0.074,158.019,4,0.721
Two Princes,74,256733,0.00162,0.5429999999999999,0.912,2.1e-06,7,0.0565,-10.71,1,0.0601,103.731,4,0.836
Jet Lag (feat. Young Scooter),0,271066,0.266,0.81,0.4579999999999999,0.0,4,0.174,-7.495,0,0.105,125.049,4,0.493
Siempre Es Viernes En Mi Corazón,42,218933,0.126,0.75,0.6,0.0214,2,0.0727,-5.518,0,0.0327,126.003,4,0.701
Bouquet of Roses - Remastered,30,152733,0.937,0.565,0.236,0.0,2,0.127,-11.829,1,0.0313,68.014,4,0.68
Our Hearts Are Wrong,43,186586,0.218,0.634,0.588,0.000193,8,0.0995,-8.894,1,0.0712,159.235,4,0.599
Zemestoon,19,224586,0.823,0.387,0.3339999999999999,0.00417,5,0.246,-12.263,0,0.0323,103.915,4,0.6729999999999999
Prima Donna,43,154400,0.322,0.6990000000000001,0.5,0.0,1,0.102,-9.944,0,0.0533,91.994,4,0.773
Want Me,54,266733,0.852,0.3389999999999999,0.1969999999999999,0.015,10,0.111,-13.937,0,0.0362,91.33,1,0.0385
Jolene,67,250866,0.862,0.5870000000000001,0.142,0.000162,7,0.0953,-15.196,1,0.0329,119.752,4,0.288
Unwritten,77,259333,0.00577,0.706,0.8009999999999999,0.0,5,0.0822,-6.332999999999999,1,0.0399,100.013,4,0.63
Baba O'Riley,75,300000,0.287,0.494,0.722,0.186,5,0.283,-8.373,1,0.0347,117.312,4,0.156
DM,14,137647,0.0238,0.877,0.61,0.611,10,0.115,-7.817,0,0.0731,135.951,4,0.634
Corazón partio,74,343413,0.1989999999999999,0.648,0.846,4.23e-06,0,0.0803,-6.731,1,0.0424,160.075,4,0.815
Calm Before the Storm,48,235013,1.34e-05,0.377,0.975,0.00344,2,0.268,-4.31,0,0.171,163.168,4,0.311
I Will Spend My Whole Life Loving You,68,227619,0.887,0.637,0.129,0.0,11,0.0719,-17.082,1,0.0346,125.802,4,0.298
That's Not Me - Instrumental,19,208920,0.66,0.883,0.95,0.000172,0,0.0801,-5.682,1,0.0658,139.02200000000002,4,0.753
Talaagh,25,288533,0.929,0.56,0.3379999999999999,0.0001899999999999,9,0.14,-17.283,1,0.0878,105.844,4,0.504
Se Que Volveras,13,262664,0.601,0.5329999999999999,0.498,0.00156,2,0.1169999999999999,-9.279,1,0.0246,95.313,4,0.241
Unbelievers,65,202666,0.142,0.644,0.8109999999999999,0.000629,11,0.1689999999999999,-7.681,1,0.0499,154.903,4,0.831
My Arms Were Always Around You,70,200800,0.7240000000000001,0.643,0.436,0.4589999999999999,1,0.11,-12.245,1,0.0273,91.485,4,0.422
Your Mind - Radio Edit,55,285857,0.00262,0.66,0.857,0.165,11,0.215,-7.946000000000001,0,0.0565,126.032,4,0.111
Misirlou,46,160840,0.0914,0.423,0.8959999999999999,0.6679999999999999,4,0.35,-9.555,1,0.0368,99.156,4,0.732
THIS OLE BOY,0,196141,0.1689999999999999,0.516,0.8340000000000001,0.000537,8,0.2289999999999999,-4.369,1,0.034,140.02100000000002,4,0.764
"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",81,221153,0.0164,0.728,0.69,0.0,8,0.104,-4.343999999999999,0,0.0524,94.028,4,0.415
Sobriety,35,213655,0.445,0.76,0.519,0.0,7,0.1159999999999999,-10.719,1,0.2,110.017,4,0.392
Make It Through,26,269597,0.823,0.643,0.606,0.0,0,0.0784,-9.456,1,0.392,113.583,4,0.503
Hurry On Now feat. TM Juke,1,273884,0.6559999999999999,0.621,0.44,0.000261,1,0.2319999999999999,-7.194,0,0.0292,83.40299999999999,4,0.28
The Void,13,233079,0.000432,0.5710000000000001,0.954,0.0014,2,0.0579999999999999,-3.399,0,0.0464,123.051,4,0.53
Chambea,76,191999,0.242,0.855,0.868,0.00187,0,0.162,-3.475,1,0.153,115.979,4,0.632
Waitin' on a Blessin',37,154666,0.799,0.7979999999999999,0.584,1.27e-06,0,0.108,-9.571,1,0.0862,89.99799999999999,4,0.315
J'OUVERT,76,234320,0.0377,0.721,0.703,0.000136,8,0.361,-4.114,1,0.252,83.985,4,0.501
Misty Mountains (A Cappella),0,260315,0.924,0.294,0.158,0.0964,8,0.109,-15.491,0,0.0325,99.75,4,0.0869
Home with You,80,190576,0.067,0.631,0.599,0.0,7,0.0952,-6.1370000000000005,0,0.0878,170.122,4,0.727
Helium (Sia vs. David Guetta & Afrojack),71,237372,0.0977,0.542,0.5870000000000001,0.0,4,0.2,-6.145,1,0.035,136.915,4,0.243
Alegria,44,322066,0.71,0.563,0.89,0.000385,2,0.288,-7.349,0,0.0539,86.436,4,0.895
Ay hombre,43,302960,0.135,0.931,0.662,0.000685,8,0.0699,-2.863,1,0.0386,130.034,4,0.963
Hurt Feelings,81,245640,0.3429999999999999,0.69,0.462,0.00218,8,0.113,-8.054,1,0.13,157.655,4,0.325
Low High,49,204998,0.535,0.355,0.432,0.00277,8,0.102,-9.9,0,0.0611,93.95,4,0.0649
Meditate (feat. J.I.D.),68,278083,0.0757,0.743,0.679,0.0,10,0.347,-8.295,0,0.286,147.752,4,0.618
Stereo Hearts (feat. Adam Levine),78,210960,0.0319,0.6459999999999999,0.795,0.0,9,0.267,-3.293,1,0.0976,89.99,4,0.7959999999999999
Hips Don't Lie,84,218093,0.284,0.778,0.8240000000000001,0.0,10,0.405,-5.892,0,0.0712,100.024,4,0.7559999999999999
Orphans of the Sky,50,412890,0.908,0.172,0.148,0.763,10,0.0834,-18.667,1,0.0394,123.948,3,0.038
High (feat. Elton John),81,195160,0.223,0.759,0.498,5.84e-05,10,0.406,-10.615,1,0.0776,126.972,4,0.244
Usted Abusó,42,256706,0.542,0.545,0.723,0.0,4,0.368,-6.045,0,0.035,105.4,4,0.725
Morning Coffee,45,92333,0.64,0.71,0.7959999999999999,0.631,4,0.127,-9.031,1,0.284,89.99799999999999,4,0.472
